course number,name,units,schedule,professor
13924,Art Stud 112 THZ,3.0,TTh 5:30-7PM lec TBA,"BENITEZ-JOHANNOT, PURISSIMA"
13925,Art Stud 113 THV,3.0,TTh 11:30AM-1PM lec TBA,"GUILLERMO, SOFIA"
13926,Art Stud 125 WFX,3.0,WF 2:30-4PM lec TBA,"PAULINO, ROBERTO ELISEO"
13927,Art Stud 140 WFU,3.0,WF 10-11:30AM lec TBA,"SALAZAR, JAIME OSCAR"
13928,Art Stud 143 THX,3.0,TTh 2:30-4PM lec TBA,"DATUIN, FLAUDETTE MAY"
13929,Art Stud 154 WFV,3.0,WF 11:30AM-1PM lec TBA,"CANTA, MARILYN"
13930,Art Stud 177 WFX,3.0,WF 2:30-4PM lec TBA,"HERNANDEZ, ELOISA MAY"
13931,Art Stud 178 WFY,3.0,WF 4-5:30PM lec TBA,"LOPEZ, AUREA"
13932,Art Stud 179 WFU,3.0,WF 10-11:30AM lec TBA,"LOPEZ, PATRICIA MARION"
13933,Art Stud 191 WFW,3.0,WF 1-2:30PM lec TBA,"LAUZON, ALDEN"
13957,Art Stud 192 WFY,3.0,WF 4-5:30PM prac TBA,"GUAZON, TESSA MARIA"
13934,Art Stud 193 THW,3.0,TTh 1-2:30PM lec TBA,"GUILLERMO, SOFIA"
13935,Art Stud 195 THY,3.0,TTh 4-5:30PM lec TBA,"RESPICIO, NORMA"
13936,Art Stud 196 WFW,3.0,WF 1-2:30PM lec TBA,"YAMBAO, CLOD MARLAN KRISTER"
13937,Art Stud 199 HUV,3.0,Th 10AM-1PM lec TBA,"TAN, PEARL"
13938,Art Stud 201 MIJK,3.0,M 1-4PM lec TBA,"FAJARDO, BRENDA"
13939,Art Stud 212 TLMN,3.0,T 4-7PM lec TBA,"GIRON, MANUEL KRISTOFFERSON"
13940,Art Stud 213 MLMN,3.0,M 4-7PM lec TBA,"DATUIN, FLAUDETTE MAY"
13941,Art Stud 250 WKLM,3.0,W 3-6PM lec TBA,"FLORES, PATRICK"
13942,Art Stud 252 TDEF,3.0,T 10AM-1PM lec TBA,"TAN, PEARL"
13943,Art Stud 255 WDEF,3.0,W 10AM-1PM lec TBA,"TAN, PEARL"
13944,Art Stud 274 FKLM,3.0,F 3-6PM lec TBA,"FLORES, PATRICK"
13945,Art Stud 284 TXY,3.0,T 2:30-5:30PM lec TBA,"HIRANO, MAYUMI"
13946,Art Stud 285 FLMN,3.0,F 4-7PM lec TBA,"ABAYA, EUFRACIO"
13947,Art Stud 286 WVW,3.0,W 11:30AM-2:30PM lec TBA,"GUAZON, TESSA MARIA"
13948,Art Stud 299 HLMN,3.0,Th 4-7PM lec TBA,"TAN, PEARL"
13949,Art Stud 300 TMNO,3.0,T 5-8PM thesis TBA,TBA
13950,Art Stud 300 WMNO,6.0,W 5-8PM thesis TBA,TBA
10201,AS 201-A MZ,3.0,M 5-8PM disc TBA,"MEDINA, MARIA CECILIA"
10228,AS 203 SAT,3.0,S 8-11AM disc TBA,"RAQUIZA, ANTOINETTE"
10216,AS 206 ThZ1,3.0,Th 5-8PM lec TBA,"LOPEZ, ARIEL"
10205,AS 206 WZ,3.0,W 5-8PM lec TBA,"MEDINA, MARIA CECILIA"
10210,AS 207 WZ5,3.0,W 5-8PM disc TBA,"RESPICIO, NORMA"
10235,AS 210 SAT7,3.0,S 9AM-12PM disc TBA,"TALAMPAS, ROLANDO"
10207,AS 211 WZ2,3.0,W 5-8PM disc TBA,"SANTARITA, JOEFE"
10204,AS 230 TZ,3.0,T 5-8PM disc TBA,"CLEMENTE, TINA"
10227,"AS 234 FZ5Migration, Identity and Citizenship in East Asia",3.0,F 5-8PM disc TBA,"CELERO, JOCELYN"
10225,AS 235.1 FZ3,3.0,F 5-8PM res TBA,"CLEMENTE, TINA"
10209,AS 235.2 WZ4,3.0,W 5-8PM disc TBA,"CLEMENTE, TINA"
10219,AS 235.3 ThZ4,3.0,Th 5-8PM disc TBA,"CLEMENTE, TINA"
10249,AS 236.1 WZ15,3.0,W 5-8PM disc TBA,"QUIMBO, VICTORIA"
10234,AS 236.2 SAT6,3.0,S 1:30-4:30PM disc TBA,"CELERO, JOCELYN"
10236,AS 236.3 SAT8,3.0,S 9AM-12PM res TBA,"CELERO, JOCELYN"
10202,AS 237.1 MZ1,3.0,M 5-8PM disc TBA,"PALUMBARIT, MICHELLE"
10230,AS 237.2 SAT2,3.0,S 9AM-12PM res TBA,"PALUMBARIT, MICHELLE"
10211,AS 237.3 WZ6,3.0,W 5-8PM disc TBA,"PALUMBARIT, MICHELLE"
10206,AS 250 WZ1,3.0,W 5-8PM disc TBA,"LOPEZ, ARIEL"
10233,AS 254 SAT5,3.0,S 1-4PM lec TBA,"PALUMBARIT, MICHELLE"
10212,AS 255.1 WZ7,3.0,W 5-8PM disc TBA,"RAQUIZA, ANTOINETTE"
10232,AS 255.2 SAT4,3.0,S 1-4PM res TBA,"LOPEZ, ARIEL"
10238,AS 282 WZ8,3.0,W 5-8PM lec TBA,"SEVILLA, HENELITO"
10226,AS 298 FZ4Gender & Sexuality in Asia,3.0,F 5-8PM lec TBA,"NATIVIDAD, MARIA DULCE"
10229,AS 299 SAT1,3.0,S 3-6PM disc TBA,"SANTARITA, JOEFE; TALAMPAS, ROLANDO; MORATILLA, NOEL CHRISTIAN"
10243,AS 300 The,6.0,TBA,"AC-ASP, AC-ASP"
27616,B 264 MYZ,3.0,M 4-7PM lec TBA,"VINCULADO, JANE"
27625,B 297 WYZSuperheroes and Media Cultures,3.0,W 4-7PM lec TBA,TBA
66661,BA 99.2 THU,3.0,TTh 10-11:30AM lec TBA,"ARANDIA, HAYDE"
66718,BA 99.2 THX,3.0,TTh 2:30-4PM lec TBA,"COSETENG, PATRICIA"
66662,BA 99.2 WFV,3.0,WF 11:30AM-1PM lec TBA,"PARIL, ALLOYSIUS JOSHUA"
29828,BC 122 WRU,3.0,W 8:30-11:30AM lec TBA,"ALJIBE, MA. AMOR"
29820,BC 124 TWX,3.0,T 1-4PM lec TBA,"VINCULADO, JANE"
29827,BC 148 TRU,3.0,T 8:30-11:30AM lec TBA,"TA�AQUIN, ANNICALOU"
29829,BC 174 THYZ,3.0,Th 4-7PM lec TBA,"MANALO, EUGENE"
29822,BC 181 WRU,3.0,W 8:30-11:30AM lec TBA,"AGUIRRE, ALWIN"
29823,BC 182 FRU,3.0,F 8:30-11:30AM lec TBA,"AUSTRIA, FERNANDO"
29826,BC 196 THRUKorean Drama,3.0,Th 8:30-11:30AM lec TBA,"ALJIBE, MA. AMOR"
29824,BC 198 WWX,3.0,W 1-4PM prac TBA,"ESTONILO, MELBA"
29825,BC 199 THRU,3.0,Th 8:30-11:30AM lec TBA,"GUIEB, EULALIO"
43045,B Ind/Mal 12 TWHFU,3.0,TWThF 10-11:30AM lec TBA,"ROSARIO, FRANCISCO"
43046,B Ind/Mal 13 TWHFU,3.0,TWThF 10-11:30AM lec TBA,"ROSARIO, FRANCISCO"
37501,BIO 1 THR,3.0,TTh 8:30-10AM lec TBA,"QUILANG, JONAS"
37502,BIO 1 THU,3.0,TTh 10-11:30AM lec TBA,"YASON, JOHN ANTHONY"
37503,BIO 1 THW,3.0,TTh 1-2:30PM lec TBA,"QUILANG, JONAS"
37504,BIO 1 THX,3.0,TTh 2:30-4PM lec TBA,TBA
37505,BIO 1 THY,3.0,TTh 4-5:30PM lec TBA,TBA
37506,BIO 1 THZ,3.0,TTh 5:30-7PM lec TBA,TBA
37507,BIO 1 WFR,3.0,WF 8:30-10AM lec TBA,TBA
37508,BIO 1 WFU,3.0,WF 10-11:30AM lec TBA,TBA
37509,BIO 1 WFW,3.0,WF 1-2:30PM lec TBA,TBA
37510,BIO 1 WFX,3.0,WF 2:30-4PM lec TBA,TBA
37511,BIO 1 WFY,3.0,WF 4-5:30PM lec TBA,TBA
37512,BIO 1 WFZ,3.0,WF 5:30-7PM lec TBA,TBA
37513,BIO 11 THQ,3.0,TTh 7-8:30AM lec TBA,CONCEALED
37514,BIO 11 THR,3.0,TTh 8:30-10AM lec TBA,CONCEALED
37515,BIO 11 THW,3.0,TTh 1-2:30PM lec TBA,CONCEALED
37516,BIO 11 WFQ,3.0,WF 7-8:30AM lec TBA,CONCEALED
37517,BIO 11 WFR,3.0,WF 8:30-10AM lec TBA,CONCEALED
37518,BIO 11 WFW,3.0,WF 1-2:30PM lec TBA,CONCEALED
37548,BIO 11 WFW-3,3.0,WF 1-2:30PM lec TBA,CONCEALED
37533,BIO 11 WFW-1,3.0,WF 1-2:30PM lec TBA,CONCEALED
37519,BIO 11.1 THRU,2.0,TTh 8:30-11:30AM lab TBA,CONCEALED
37520,BIO 11.1 THRU-1,2.0,TTh 8:30-11:30AM lab TBA,CONCEALED
37521,BIO 11.1 THVW,2.0,TTh 11:30AM-2:30PM lab TBA,CONCEALED
37522,BIO 11.1 THVW-1,2.0,TTh 11:30AM-2:30PM lab TBA,CONCEALED
37523,BIO 11.1 THVW-2,2.0,TTh 11:30AM-2:30PM lab TBA,CONCEALED
37524,BIO 11.1 THXY,2.0,TTh 2:30-5:30PM lab TBA,CONCEALED
37525,BIO 11.1 THXY-1,2.0,TTh 2:30-5:30PM lab TBA,CONCEALED
37526,BIO 11.1 THXY-2,2.0,TTh 2:30-5:30PM lab TBA,CONCEALED
37527,BIO 11.1 WFRU,2.0,WF 8:30-11:30AM lab TBA,CONCEALED
37528,BIO 11.1 WFRU-1,2.0,WF 8:30-11:30AM lab TBA,CONCEALED
37529,BIO 11.1 WFVW,2.0,WF 11:30AM-2:30PM lab TBA,CONCEALED
37530,BIO 11.1 WFVW-1,2.0,WF 11:30AM-2:30PM lab TBA,CONCEALED
37531,BIO 11.1 WFXY,2.0,WF 2:30-5:30PM lab TBA,CONCEALED
37532,BIO 11.1 WFXY-1,2.0,WF 2:30-5:30PM lab TBA,CONCEALED
37534,BIO 11.1 WFXY-2,2.0,WF 2:30-5:30PM lab TBA,CONCEALED
37535,BIO 11.1 WFXY-3,2.0,WF 2:30-5:30PM lab TBA,CONCEALED
37546,BIO 12 THU,3.0,TTh 10-11:30AM lec TBA,TBA
37547,BIO 12 WFU,3.0,WF 10-11:30AM lec TBA,TBA
37549,BIO 12.1 THVW,2.0,TTh 11:30AM-2:30PM lab TBA,TBA
37550,BIO 12.1 THVW1,2.0,TTh 11:30AM-2:30PM lab TBA,TBA
37551,BIO 12.1 THXY,2.0,TTh 2:30-5:30PM lab TBA,TBA
37552,BIO 12.1 WFVW,2.0,WF 11:30AM-2:30PM lab TBA,TBA
37553,BIO 12.1 WFXY,2.0,WF 2:30-5:30PM lab TBA,TBA
37543,BIO 100 TBC,3.0,T 9-11AM lec TBA,TBA
37554,BIO 100 TKL,3.0,T 2-3PM lec TBA,TBA
37632,BIO 100 TKL-1,3.0,T 3-5PM lec TBA,TBA
37544,BIO 100 HRU,0.0,Th 8:30-11:30AM lab TBA,TBA
37555,BIO 100 HXY,0.0,Th 2:30-5:30PM lab TBA,TBA
37545,BIO 101 THA,3.0,TTh 7-8AM lec TBA,TBA
37556,BIO 101 WFA,3.0,WF 7-8AM lec TBA,TBA
37560,BIO 101 FRU,0.0,F 8:30-11:30AM lab TBA,TBA
37558,BIO 101 HRU,0.0,Th 8:30-11:30AM lab TBA,TBA
37557,BIO 101 TRU,0.0,T 8:30-11:30AM lab TBA,TBA
37559,BIO 101 WRU,0.0,W 8:30-11:30AM lab TBA,TBA
37561,BIO 102 THW,3.0,TTh 1-2:30PM lec TBA,TBA
37562,BIO 102 WFW,3.0,WF 1-2:30PM lec TBA,TBA
37563,BIO 102.1 THRU,2.0,TTh 8:30-11:30AM lab TBA,TBA
37564,BIO 102.1 THXY,2.0,TTh 2:30-5:30PM lab TBA,TBA
37565,BIO 102.1 WFRU,2.0,WF 8:30-11:30AM lab TBA,TBA
37566,BIO 102.1 WFXY,2.0,WF 2:30-5:30PM lab TBA,TBA
37591,BIO 112 WFG,4.0,WF 12-1PM class TBA,TBA
37592,BIO 112 WFRU,0.0,WF 8:30-11:30AM lab TBA,TBA
37593,BIO 113 WFW,3.0,WF 1-2:30PM lec TBA,TBA
37611,BIO 117 WFW,4.0,WF 1-2:30PM lec TBA,CONCEALED
37612,BIO 117 WFRU,0.0,WF 8:30-11:30AM lab TBA,CONCEALED
37567,BIO 120 THG,4.0,TTh 12-1PM lec TBA,TBA
37568,BIO 120 WFG,4.0,WF 12-1PM lec TBA,TBA
37569,BIO 120 THRU,0.0,TTh 8:30-11:30AM lab TBA,TBA
37570,BIO 120 THXY,0.0,TTh 2:30-5:30PM lab TBA,TBA
37571,BIO 120 WFRU,0.0,WF 8:30-11:30AM lab TBA,TBA
37572,BIO 120 WFXY,0.0,WF 2:30-5:30PM lab TBA,TBA
37573,BIO 121 WFG,4.0,WF 12-1PM lec TBA,TBA
37574,BIO 121 WFRU,0.0,WF 8:30-11:30AM lab TBA,TBA
37575,BIO 121 WFXY,0.0,WF 2:30-5:30PM lab TBA,TBA
37576,BIO 122 WFW,3.0,WF 1-2:30PM lec TBA,TBA
37613,BIO 122.1 THXY,2.0,TTh 2:30-5:30PM lab TBA,CONCEALED
37577,BIO 122.1 WFRU,2.0,WF 8:30-11:30AM lab TBA,TBA
37578,BIO 122.1 WFVW,2.0,WF 11:30AM-2:30PM lab TBA,TBA
37579,BIO 122.1 WFXY,2.0,WF 2:30-5:30PM lab TBA,TBA
37594,BIO 123 FCD,3.0,F 9-11AM lec TBA,TBA
37595,BIO 123 WRU,0.0,W 8:30-11:30AM lab TBA,TBA
37596,BIO 133 THW,5.0,TTh 1-2:30PM lec TBA,TBA
37597,BIO 133 THRU,0.0,TTh 8:30-11:30AM lab TBA,TBA
37598,BIO 133 THXY,0.0,TTh 2:30-5:30PM lab TBA,TBA
37601,BIO 134 TKL,3.0,T 3-5PM class TBA,TBA
37602,BIO 134 HXY,0.0,Th 2:30-5:30PM lab TBA,TBA
37580,BIO 140 THQ,3.0,TTh 7-8:30AM lec TBA,TBA
37581,BIO 140.1 THRU,2.0,TTh 8:30-11:30AM lab TBA,TBA
37582,BIO 140.1 THVW,2.0,TTh 11:30AM-2:30PM lab TBA,TBA
37583,BIO 140.1 THXY,2.0,TTh 2:30-5:30PM lab TBA,TBA
37603,BIO 141 TCD,3.0,T 9-11AM lec TBA,TBA
37609,BIO 141 HRU,0.0,Th 8:30-11:30AM lab TBA,TBA
37584,BIO 150 WFQ,3.0,WF 7-8:30AM lec TBA,TBA
37585,BIO 150.1 WFRU,2.0,WF 8:30-11:30AM lab TBA,TBA
37586,BIO 150.1 WFVW,2.0,WF 11:30AM-2:30PM lab TBA,TBA
37587,BIO 150.1 WFXY,2.0,WF 2:30-5:30PM lab TBA,TBA
37608,BIO 151 HCD,4.0,Th 9-11AM lec TBA,CONCEALED
37610,BIO 151 TRU,0.0,T 8:30-11:30AM lab TBA,CONCEALED
37588,BIO 160 THV,3.0,TTh 11:30AM-1PM lec TBA,TBA
37589,BIO 160.1 THRU,2.0,TTh 8:30-11:30AM lab TBA,TBA
37590,BIO 160.1 THXY,2.0,TTh 2:30-5:30PM lab TBA,TBA
37606,BIO 163 TGI,3.0,T 12-2PM lec TBA,CONCEALED
37607,BIO 163 HVW,0.0,Th 11:30AM-2:30PM lab TBA,CONCEALED
37605,BIO 164 WFR,3.0,WF 8:30-10AM lec TBA,CONCEALED
37604,BIO 165 THZ,3.0,TTh 5:30-7PM lec TBA,CONCEALED
37599,BIO 191 FKL,3.0,F 3-5PM lec TBA,TBA
37600,BIO 191 WXY,0.0,W 2:30-5:30PM lec TBA,TBA
37614,BIO 196 WO,1.0,W 6-7PM lec TBA,CONCEALED
37615,BIO 210 TKL/HXY,3.0,Th 2:30-5:30PM lec TBA; T 3-5PM lec TBA,CONCEALED
37616,BIO 220 HGI/TVW,3.0,T 11:30AM-2:30PM lec TBA; Th 12-2PM lec TBA,CONCEALED
37617,BIO 233 THU,3.0,TTh 10-11:30AM lec TBA,CONCEALED
37618,BIO 240 WOA/FZQ,3.0,F 5:30-8:30PM lec TBA; W 6-8PM lec TBA,CONCEALED
37619,BIO 241 SDE/SWX,3.0,S 10AM-12PM lec TBA; S 1-4PM lab TBA,CONCEALED
37620,BIO 243 WCD/FRU,3.0,F 8:30-11:30AM lab TBA; W 9-11AM lec TBA,CONCEALED
37621,BIO 250 TXY,3.0,T 2:30-5:30PM lec TBA,CONCEALED
37622,BIO 251 FCD/WRU,3.0,W 8:30-11:30AM lec TBA; F 9-11AM lec TBA,CONCEALED
37623,BIO 260 WCD/FRU,3.0,F 8:30-11:30AM lab TBA; W 9-11AM lec TBA,CONCEALED
37624,BIO 262 SDE/SWX,3.0,S 10AM-12PM lec TBA; S 1-4PM lab TBA,CONCEALED
37625,BIO 265 WFZ,3.0,WF 5:30-7PM lec TBA,CONCEALED
37626,BIO 281 WXY,3.0,W 2:30-5:30PM disc TBA,CONCEALED
37627,BIO 296 HO,1.0,Th 6-7PM lec TBA,CONCEALED
24630,Bioethics 212 FYZ,3.0,F 4-7PM disc TBA,"MANALOTO, RENATO"
24632,Bioethics 231 HNOP,3.0,Th 5-8PM disc TBA,"DE CASTRO, LEONARDO"
28151,BJ 101 FRU,3.0,F 8:30-11:30AM lec TBA,"LOS BANOS, MARIE ANN"
28152,BJ 101 HWX,3.0,Th 1-4PM lec TBA,"DAVID, KARA PATRIA"
29810,BJ 130 THRU,3.0,Th 8:30-11:30AM lec TBA,"ENRIQUEZ, ELIZABETH"
29821,BJ 130 TRU,3.0,T 8:30-11:30AM lec TBA,"CLAUDIO, MA. IVY"
29830,BMAS 100 MYZ,3.0,M 4-7PM lec TBA,"ILAGAN, CECILE ANGELA"
29831,BMAS 100 THYZ,3.0,Th 4-7PM lec TBA,"ILAGAN, CECILE ANGELA"
29808,BMAS 105 THWX,3.0,Th 1-4PM lec TBA,"ESTONILO, MELBA"
29802,BMAS 105 TWX,3.0,T 1-4PM lec TBA,"ESTONILO, MELBA"
29801,BMAS 107 TRU,3.0,T 8:30-11:30AM lec/work TBA,"ALJIBE, MA. AMOR"
29805,BMAS 107 TWX,3.0,T 1-4PM lec/work TBA,"ALJIBE, MA. AMOR"
29807,BMAS 108 THRU,3.0,Th 8:30-11:30AM lec/work TBA,"VINCULADO, JANE"
29803,BMAS 108 THWX,3.0,Th 1-4PM lec/work TBA,"VINCULADO, JANE"
29804,BMAS 109 FRU,3.0,F 8:30-11:30AM lec TBA,"BRILLON, CHERISH AILEEN"
29806,BMAS 109 WWX,3.0,W 1-4PM lec TBA,"ENRIQUEZ, ELIZABETH"
29814,BMAS 111 TRU,3.0,T 8:30-11:30AM lec TBA,"GUIEB, EULALIO"
29817,BMAS 111 TRU-1,3.0,T 8:30-11:30AM lec TBA,"AUSTRIA, FERNANDO"
29811,BMAS 123 THWX,3.0,Th 1-4PM lec TBA,"TOLENTINO-CANLAS, DAPHNE-TATIANA"
29812,BMAS 123 WWX,3.0,W 1-4PM lec TBA,"AGUIRRE, ALWIN"
29819,BMAS 125 FXY,3.0,F 2:30-5:30PM lec TBA,"AUSTRIA, FERNANDO"
29813,BMAS 125 THRU,3.0,Th 8:30-11:30AM lec TBA,"AUSTRIA, FERNANDO"
29816,BMAS 125 THWX,3.0,Th 1-4PM lec TBA,"AUSTRIA, FERNANDO"
29809,BMAS 125 TWX,3.0,T 1-4PM lec TBA,"CLAUDIO, MA. IVY"
29815,BMAS 126 WRU,3.0,W 8:30-11:30AM lec TBA,"TA�AQUIN, ANNICALOU"
29818,BMAS 126 WWX,3.0,W 1-4PM lec TBA,"TA�AQUIN, ANNICALOU"
49051,CD 11 WXYZ CD-1,3.0,W 2:30-5:30PM lec TBA,"DE DIOS, HONORIO"
49052,CD 11 WXYZ CD-2,3.0,W 2:30-5:30PM lec TBA,"LINCO, ISAAC"
49053,CD 11 WXYZ CD-3,3.0,W 2:30-5:30PM lec TBA,"LAGOS, DEVRALIN"
49054,CD 100 TXYZ CD-1,3.0,T 2:30-5:30PM lec TBA,"OBEDICEN, VICTOR"
49055,CD 100 TXYZ CD-2,3.0,T 2:30-5:30PM lec TBA,"LINCO, ISAAC"
49056,CD 101 TXYZ,3.0,T 2:30-5:30PM lec TBA,"ROSEL, LISA VICTORIA"
49057,CD 110 WXYZ,3.0,W 8:30-11:30AM lec TBA,"AWITAN, WILFREDO"
49058,CD 111 THUXYZ,3.0,Th 8:30-11:30AM lec TBA,"DE DIOS, HONORIO"
49059,CD 112 THUXYZ,3.0,Th 2:30-5:30PM lec TBA,"ROSEL, LISA VICTORIA"
49060,CD 121 WXYZ,3.0,W 2:30-5:30PM lec TBA,"AWITAN, WILFREDO"
49061,CD 122 TXYZ,3.0,T 2:30-5:30PM lec TBA,"WAMIL, ROMANO ANTONIO"
49062,CD 123 FXYZ,3.0,F 2:30-5:30PM disc TBA,"WAMIL, ROMANO ANTONIO"
49063,CD 126 FIXYZ,3.0,TBA,"DE LA CRUZ, LENORE"
49064,CD 131 TXYZ1,3.0,T 8:30-11:30AM lec TBA,"MUEGO, PAUL EDWARD"
49065,CD 131 TXYZ2,3.0,T 8:30-11:30AM lec TBA,"OBEDICEN, VICTOR"
49066,CD 134 WXYZ,3.0,W 8:30-11:30AM lec TBA,"VERA, CESAR ALLAN"
49067,CD 135 FIXYZ,3.0,TBA,"MANALO, FERMIN"
49068,CD 180 FIXYZ,9.0,TBA,"CD, CD"
49069,CD 181 FIXYZ,9.0,TBA,"CD, CD"
49070,CD 190 TXYZ,3.0,T 9AM-12PM lec TBA,"LUNA, EMMANUEL"
49071,CD 192 THXYZ,3.0,Th 2:30-5:30PM lec TBA,"HAPAL, KARL ARVIN"
49072,CD 201 FXYZ,3.0,F 5:30-8:30PM lec TBA,"LAGOS, DEVRALIN"
49073,CD 202 WXYZ1,3.0,W 5:30-8:30PM lec TBA,"TORRES, AMARYLLIS"
49074,CD 202 WXYZ2,3.0,W 5:30-8:30PM lec TBA,"PAPA, VENARICA"
49075,CD 221 THXYZ,3.0,Th 5:30-8:30PM lec TBA,"MANALILI, ANGELITO; OBEDICEN, VICTOR"
49076,CD 224 TXYZ,3.0,S 9AM-12PM lec TBA,"MANALO, FERMIN"
49077,CD 231 WXYZ,3.0,W 5:30-8:30PM lec TBA,"TANCHULING, MA. LINNEA"
49078,CD 234 FXYZ,3.0,F 5:30-8:30PM lec TBA,"VERA, CESAR ALLAN"
49079,CD 235 MXYZ,3.0,M 5:30-8:30PM lec TBA,"LUNA, EMMANUEL"
49080,CD 236 FXYZCOMM. ENTERPRISE & COOPERATIVE DEV.,3.0,F 5:30-8:30PM lec TBA,"ESPENIDO, LOURDES MARINA"
49081,CD 241 THXY CD-1,3.0,Th 5:30-8:30PM disc TBA,"DE LA CRUZ, LENORE"
49082,CD 241 THXYZ CD-2,3.0,Th 5:30-8:30PM disc TBA,"ESPENIDO, LOURDES MARINA"
49083,CD 241 THXYZ CD-3,3.0,Th 5:30-8:30PM disc TBA,"GABO, LEOCITO"
49084,CD 242 THXYZ,3.0,Th 5:30-8:30PM lec TBA,"LAGOS, DEVRALIN"
49085,CD 271 MXYZ - CD 1,3.0,M 5:30-8:30PM lec TBA,"PAPA, VENARICA"
49093,CD 271 MXYZ - CD 2,3.0,M 5:30-8:30PM lec TBA,"FERRER, OSCAR"
49094,CD 280 CD 280-2,3.0,TBA,"CD, CD"
49095,CD 280 CD 280-3,3.0,TBA,"CD, CD"
49086,CD 280 FIXYZ,3.0,TBA,"CD, CD"
49087,CD 291 FXYZ,3.0,F 5:30-8:30PM lec TBA,"TANCHULING, MA. LINNEA"
49088,CD 292 TXYZ,3.0,T 5:30-8:30PM lec TBA,"TUNGPALAN, MA. THERESA"
49089,CD 300 CD-1,3.0,TBA,"CD, CD"
49090,CD 300 CD-2,3.0,TBA,"CD, CD"
54101,CE 1 MDE1,2.0,M 10AM-12PM lec TBA,CONCEALED
54102,CE 1 MDE2,2.0,M 10AM-12PM lec TBA,CONCEALED
54103,CE 1 MDE3,2.0,M 10AM-12PM lec TBA,CONCEALED
54104,CE 1 MDE4,2.0,M 10AM-12PM lec TBA,CONCEALED
54105,CE 1 MDE5,2.0,M 10AM-12PM lec TBA,CONCEALED
54106,CE 1 MDE6,2.0,M 10AM-12PM lec TBA,CONCEALED
54095,CE 11 THR,3.0,TTh 8:30-10AM lec TBA,CONCEALED
54096,CE 11 THU,3.0,TTh 10-11:30AM lec TBA,CONCEALED
54097,CE 11 THV,3.0,TTh 11:30AM-1PM lec TBA,CONCEALED
54098,CE 11 THX,3.0,TTh 2:30-4PM lec TBA,CONCEALED
54099,CE 11 WFR,3.0,WF 8:30-10AM lec TBA,CONCEALED
54100,CE 11 WFU,3.0,WF 10-11:30AM lec TBA,CONCEALED
54086,CE 17 TUV1,0.0,T 10AM-1PM lec TBA,CONCEALED
54087,CE 17 TUV2,0.0,T 10AM-1PM lec TBA,CONCEALED
54088,CE 17 WUV1,0.0,W 10AM-1PM lec TBA,CONCEALED
54089,CE 17 WUV2,0.0,W 10AM-1PM lec TBA,CONCEALED
54092,CE 17 FUV1,4.0,F 10AM-1PM lab TBA,CONCEALED
54093,CE 17 FUV2,4.0,F 10AM-1PM lab TBA,CONCEALED
54090,CE 17 HUV1,4.0,Th 10AM-1PM lab TBA,CONCEALED
54091,CE 17 HUV2,4.0,Th 10AM-1PM lab TBA,CONCEALED
54094,CE 18 WFBC,4.0,WF 8-10AM lec TBA,CONCEALED
54082,CE 22 THW1,3.0,TTh 1-2:30PM lec TBA,CONCEALED
54083,CE 22 THW2,3.0,TTh 1-2:30PM lec TBA,CONCEALED
54084,CE 22 THX1,3.0,TTh 2:30-4PM lec TBA,CONCEALED
54085,CE 22 THX2,3.0,TTh 2:30-4PM lec TBA,CONCEALED
54081,CE 24 THU,3.0,TTh 10-11:30AM lec TBA,CONCEALED
54073,CE 25 TDE1,0.0,T 10AM-12PM lec TBA,CONCEALED
54074,CE 25 TDE2,0.0,T 10AM-12PM lec TBA,CONCEALED
54075,CE 25 WDE1,0.0,W 10AM-12PM lec TBA,CONCEALED
54076,CE 25 WDE2,0.0,W 10AM-12PM lec TBA,CONCEALED
54079,CE 25 FUV1,3.0,F 10AM-1PM lab TBA,CONCEALED
54080,CE 25 FUV2,3.0,F 10AM-1PM lab TBA,CONCEALED
54077,CE 25 HUV1,3.0,Th 10AM-1PM lab TBA,CONCEALED
54078,CE 25 HUV2,3.0,Th 10AM-1PM lab TBA,CONCEALED
54072,CE 29 MIJK,3.0,M 1-4PM lec TBA,CONCEALED
54070,CE 29 THY1,3.0,TTh 4-5:30PM lec TBA,CONCEALED
54071,CE 29 THY2,3.0,TTh 4-5:30PM lec TBA,CONCEALED
54062,CE 31 TBC1,0.0,T 8-10AM lec TBA,CONCEALED
54063,CE 31 TBC2,0.0,T 8-10AM lec TBA,CONCEALED
54064,CE 31 WBC1,0.0,W 8-10AM lec TBA,CONCEALED
54065,CE 31 WBC2,0.0,W 8-10AM lec TBA,CONCEALED
54068,CE 31 FQR1,3.0,F 7-10AM lab TBA,CONCEALED
54069,CE 31 FQR2,3.0,F 7-10AM lab TBA,CONCEALED
54066,CE 31 HQR1,3.0,Th 7-10AM lab TBA,CONCEALED
54067,CE 31 HQR2,3.0,Th 7-10AM lab TBA,CONCEALED
54060,CE 41 MIJ,2.0,M 1-3PM lec TBA,CONCEALED
54061,CE 41 MKL,2.0,M 3-5PM lec TBA,CONCEALED
54059,CE 111 WFR,3.0,WF 8:30-10AM lec TBA,CONCEALED
54111,CE 112 THV,3.0,TTh 11:30AM-1PM lec TBA,CONCEALED
54057,CE 115 WUV/FUV,4.0,F 10AM-1PM lab TBA; W 10AM-1PM lec TBA,CONCEALED
54058,CE 115 WYZ/FYZ,4.0,F 4-7PM lab TBA; W 4-7PM lec TBA,CONCEALED
