label,value
MuL 196,3
MuL 197,3
MuL 199,6
MuL 300,1
MuP 11,1
MuP 21,2
MuP 30,1
MuP 31,2
MuP 40,1
MuP 41,2
MuP 50,1
MuP 51,2
MuP 60,1
MuP 61,2
MuP 70,1
MuP 71,2
MuP 80,1
MuP 81,2
MuP 90,3
MuP 100,3
MuP 110,3
MuP 120,3
MuP 130,3
MuP 140,3
MuP 150,3
MuP 160,3
MuP 170,3
MuP 180,3
MuP 190,1
MuP 194,1
MuP 195,1
MuP 196,1
MuP 197,1
MuP 198,3
MuP 203,3
MuP 204,3
MuP 210,3
MuP 220,3
MuP 251,3
MuP 252,3
MuP 291,1
MuPC 1,1
MuPC 2,1
MuPC 3,1
MuPC 4,1
MuPC 5,1
MuPC 6,1
MuPC 7,1
MuPC 8,1
MuPC 9,1
MuPC 10,2
MuPC 111,3
MuPC 128,3
MuPC 129,2
MuPC 131,2
MuPC 141,2
MuPC 146,2
MuPC 147,2
MuPC 151,3
MuPC 157,2
MuPC 161,3
MuPC 167,2
MuPC 171,3
MuPC 177,2
MuPC 181,3
Mus 303,2
Mus 305,3
Mus 309,3
Mus 397,1
Mus 398,5
MuT 11,5
MuT 13,3
MuT 111,3
MuT 123,3
MuT 135,3
MuT 213,3
NSTP CSSP,3
NSTP CS,3
NSTP CHE,3
NSTP CHK,3
NSTP Educ,3
NSTP CMu,6
NSTP VSB,3
NSTP CMu,3
NSTP CHK,3
NSTP CMC,3
NSTP NCPAG,0
NSTP Common,3
Nutr 202,3
Nutr 225,3
Nutr 265,3
Nutr 299,6
Nutr 300,3
Nutr 350,3
PA 101,3
PA 102,3
PA 103,3
PA 104,3
PA 105,3
PA 106,3
PA 107,3
PA 111,3
PA 112,3
PA 113,3
PA 121,3
PA 124,3
PA 131,3
PA 132,3
PA 141,3
PA 142,3
PA 143,3
PA 151,3
PA 152,3
PA 161,3
PA 162,3
PA 191,3
PA 199.1,3
PA 199.2,3
PA 201,3
PA 208,3
PA 209,3
PA 210,3
PA 211,3
PA 221,3
PA 227,3
PA 231,3
PA 233,3
PA 234,3
PA 241,3
PA 242.1,3
PA 242.2,3
PA 243,3
PA 245,3
PA 251,3
PA 252,3
PA 257,3
PA 276,3
PA 282,3
PA 283,3
PA 289,3
PA 291,3
PA 299.1,3
PA 299.2,3
PA 300,3
PA 301,3
PA 329,3
PA 332,3
PA 359,3
PA 399,3
PA 400,3
Pan Pil,2
PE 1,2
PE 2,2
PE 3,2
PE 4,3
PEd 91,3
PEd 93,3
PEd 94,3
PEd 95,3
PEd 100,3
PEd 120.1,3
PEd 120.2,3
PEd 133.2,3
PEd 134.2,3
PEd 151,3
PEd 152,3
PEd 153.1,3
PEd 158,3
PEd 161.1,3
PEd 172,3
PEd 174,3
PEd 176,3
PEd 177,3
PEd 190,3
PEd 194,3
PEd 196,5
PEd 197,3
PHILARTS 1,3
Philo 1,3
Philo 10,3
Philo 11,3
Philo 110,3
Philo 112,3
Philo 114,3
Philo 120,3
Philo 150,3
Philo 160,3
Philo 172,3
Philo 174,3
Philo 175,3
Philo 176,3
Philo 197,3
Philo 198,3
Philo 199,3
Philo 201,3
Philo 280,3
Philo 291,3
Philo 292,3
Philo 296,3
Philo 298,3
Philo 300,3
Philo 301,3
Philo 350,3
Philo 370,3
Philo 387,6
Philo 400,3
Phil Stud,3
Physics 10,4
Physics 71,1
Physics 71.1,4
Physics 72,1
Physics 72.1,4
Physics 73,1
Physics 73.1,1
Physics 104.1,5
Physics 106,1
Physics 106.1,5
Physics 108,5
Physics 117,4
Physics 126,3
Physics 132,3
Physics 142,3
Physics 151,3
Physics 165,3
Physics 166,3
Physics 170,3
Physics 180,4
Physics 191,4
Physics 192,1
Physics 196,3
Physics 200,3
Physics 202.2,3
Physics 203.2,4
Physics 204.1,3
Physics 204.5,3
Physics 204.6,1
Physics 207,2
Physics 210.1,3
Physics 210.2,3
Physics 225,3
Physics 232,3
Physics 242,3
Physics 251,3
Physics 252,3
Physics 266,3
Physics 271,3
Physics 276,1
Physics 290,1
Physics 296,3
Physics 300,3
Physics 301,3
Physics 305,3
Physics 351,3
Physics 355,3
Physics 399,3
Physics 400,3
PI 100,3
Plan 201,3
Plan 203,3
Plan 205,3
Plan 210,5
Plan 210.1,3
Plan 214,3
Plan 222,3
Plan 230,3
Plan 232,3
Plan 239,3
Plan 240,3
Plan 241,3
Plan 242,3
Plan 249,3
Plan 250,3
Plan 252,3
Plan 257,3
Plan 258,3
Plan 259,3
Plan 280,3
Plan 289,3
Plan 299,6
Plan 300,3
Plan 399,12
Plan 400,3
POLSC 11,3
POLSC 14,3
POLSC 101,3
POLSC 110,3
POLSC 111,3
POLSC 120,3
POLSC 121,3
POLSC 123,3
POLSC 126,3
POLSC 130,3
POLSC 131,3
POLSC 132,3
POLSC 136,3
POLSC 144,3
POLSC 151,3
POLSC 157,3
POLSC 180,3
POLSC 185,3
POLSC 188,3
POLSC 199,3
POLSC 210,3
POLSC 211,3
POLSC 254,3
POLSC 283,3
POLSC 299,3
Port 10,3
Port 11,3
PS 21,3
PS 201,3
PS 202,3
PS 204,3
PS 212,3
PS 213,3
PS 215,3
PS 219,3
PS 220,3
PS 225,3
PS 233,3
PS 237,3
PS 268,3
PS 279,3
PS 282,3
PS 286,3
PS 299,6
PS 300,3
PS 301,3
PS 302,3
PS 330,3
PS 399,12
PS 400,3
Psych 101,3
Psych 103,3
Psych 108,5
Psych 110,4
Psych 115,5
Psych 118,3
Psych 124,3
Psych 135,3
Psych 140,3
Psych 145,4
Psych 148,3
Psych 150,3
Psych 153,3
Psych 155,4
Psych 160,4
Psych 162,4
Psych 163,3
Psych 171,3
Psych 180,3
Psych 202,3
Psych 206,3
Psych 207,3
Psych 208,4
Psych 209,3
Psych 210,3
Psych 212,3
Psych 220,3
Psych 225,3
Psych 252,3
Psych 253,3
Psych 258,3
Psych 259,3
Psych 261,3
Psych 264,3
Psych 265,3
Psych 270,3
Psych 271,3
Psych 272,3
Psych 275,3
Psych 276,3
Psych 280,3
Psych 281,3
Psych 282,3
Psych 287,3
Psych 291,6
Psych 298.1,3
Psych 299,3
Psych 300,3
Psych 303,3
Psych 366,3
Psych 398.1,3
Psych 398.2,6
Psych 400,3
ROTC Mil,3
Russ 10,3
Russ 11,3
SD 303,3
SD 304,3
SD 311,3
SD 399,6
SD 400,3
SEA 30,3
SFA 17,3
SFA 21,3
SFA 23,3
SFA 25,3
SFA 101,3
SFA 103,3
SFA 121,3
SFA 191,3
SFA 193,1
Shop 7,3
Socio 10,3
Socio 11,3
Socio 101,3
Socio 102,3
Socio 118,3
Socio 128,3
Socio 132,3
Socio 140,3
Socio 167,3
Socio 172,3
Socio 179,3
Socio 181,3
Socio 182,3
Socio 183,3
Socio 188,3
Socio 197,3
Socio 200,3
Socio 202,3
Socio 218,3
Socio 271,3
Socio 272,3
Socio 281,3
Socio 282,3
Socio 288,3
Socio 297,3
Socio 300,3
Socio 378,6
Socio 400,3
Soc Sci,3
Span 10,3
Span 11,3
Span 12,3
Span 13,3
Span 40,3
Span 101,3
Span 140,6
Spanish 16,3
Spanish 30,3
Spanish 51,3
Spanish 61,3
Spanish 130,3
Speech 30,3
Speech 100,3
Speech 110,3
Speech 115,3
Speech 120,3
Speech 123,3
Speech 126,3
Speech 130,3
Speech 131,3
Speech 132,3
Speech 136,3
Speech 141,3
Speech 142,3
Speech 150,3
Speech 152,3
Speech 153,3
Speech 156,3
Speech 180,3
Speech 181,3
Speech 183,3
Speech 199,3
Speech 200,3
Speech 201,3
Speech 210,3
Speech 230,3
Speech 291,6
Speech 300,3
SS 102,3
SS 103,3
SS 104,3
SS 105,3
SS 110,3
SS 111,3
SS 120,3
SS 121,3
SS 130,3
SS 140,3
SS 141,3
SS 150,3
SS 151,3
SS 152,3
SS 160,3
SS 161,3
SS 170,3
SS 171,3
SS 181,3
SS 191,3
SS 197,3
SS 199,3
SS 200,3
Stat 101,3
Stat 115,3
Stat 117,3
Stat 121,3
Stat 122,3
Stat 125,4
Stat 131,3
Stat 132,3
Stat 133,3
Stat 136,4
Stat 138,3
Stat 143,4
Stat 147,3
Stat 192,3
Stat 193.1,3
Stat 197,3
Stat 217,6
Stat 218,3
Stat 222,3
Stat 223,3
Stat 225,3
Stat 226,3
Stat 230,3
Stat 232,3
Stat 233,3
Stat 234,3
Stat 235,3
Stat 245,3
Stat 247,3
Stat 250,3
Stat 251,3
Stat 260,3
Stat 261,3
Stat 266,3
Stat 268,3
Stat 280,1
Stat 290,5
Stat 298,4
Stat 299,3
Stat 300,3
Stat 302,2
Stat 390,1
Stat 396,3
Stat 400,3
STS 1,3
SW 110,3
SW 120,3
SW 121,3
SW 130,3
SW 132,3
SW 134,3
SW 141,3
SW 143,3
SW 145,3
SW 146,5
SW 150,15
SW 151,3
SW 198,3
SW 199.2,3
SW 201,3
SW 202,3
SW 210,3
SW 211,3
SW 215,3
SW 220,3
SW 225,3
SW 226,3
SW 235,3
SW 253,3
SW 255,3
SW 256,3
SW 285,3
SW 286,3
SW 287,3
SW 290,3
SW 300,3
TFA 155,3
TFA 157,3
TFA 161,3
TFA 163,3
TFA 166,3
TFA 180,3
TFA 187,3
TFA 190,3
Thai 10,3
Thai 11,3
Theatre 11,3
Theatre 12,3
Theatre 100,3
Theatre 102,3
Theatre 104,3
Theatre 110,3
Theatre 113,3
Theatre 120,3
Theatre 121,3
Theatre 131,3
Theatre 134,3
Theatre 141,3
Theatre 142,3
Theatre 151,3
Theatre 152,3
Theatre 154,3
Theatre 162,3
Theatre 170,3
Theatre 182,3
Theatre 200,3
Theatre 202,3
Theatre 208,3
Theatre 211,3
Theatre 241,6
Theatre 300,3
TM 201,3
TM 204,3
TM 205,3
TM 206,3
TM 225,3
TM 241,3
TM 251,3
TM 255,3
TM 281,3
TM 291,3
TM 298,3
TM 299,4
Tour 102,3
Tour 110,3
Tour 111,3
Tour 112,3
Tour 113,3
Tour 115,3
Tour 116,3
Tour 117,3
Tour 119,4
Tour 120,3
Tour 126,3
Tour 131,3
Tour 136,3
Tour 153,3
Tour 161,3
Tour 167,3
Tour 181,3
Tour 182,3
Tour 197,3
Tour 198,3
Tour 199,3
Tour 200,3
Tour 201,3
Tour 202,3
Tour 203,3
Tour 204,3
Tour 205,3
Tour 212,3
Tour 213,3
Tour 281,3
Tour 282,1
Tour 298,3
Tour 299,6
Tour 300,3
VC 21,3
VC 23,3
VC 25,3
VC 27,3
VC 29,3
VC 36,3
VC 40,3
VC 50,3
VC 101,3
VC 121,3
VC 131,3
VC 137,3
VC 138,3
VC 152,3
VC 200,3
WD 201,3
WD 210,3
WD 221,3
WD 227,3
WD 230,3
WD 231,3
WD 270,3
WD 271,3
WD 280,3
WD 281,3
WD 291,3
WD 292,3
